species,family,genus,order,primary_habit,secondary_habit,n_records,n_coords,mean_lat,mean_lon
Eriocaulon teusczii,Eriocaulaceae,Eriocaulon,Poales,herb,NA,1,1,-7.48333,30.9667
Eriocaulon transvaalicum,Eriocaulaceae,Eriocaulon,Poales,herb,NA,1,1,-8.5,35.25
Eriocaulon transvaalicum subsp. hanningtonii,Eriocaulaceae,Eriocaulon,Poales,herb,NA,1,1,-7.68333,36.6
Eriocaulon welwitschii,Eriocaulaceae,Eriocaulon,Poales,aquatic,NA,1,1,-8.52,31.5
Eriochloa meyeriana subsp. meyeriana,Poaceae,Eriochloa,Poales,herb,NA,1,1,-7,35.8333
Eriochloa parvispiculata,Poaceae,Eriochloa,Poales,herb,NA,1,1,-5.25,39.0667
Eriochloa rovumensis,Poaceae,Eriochloa,Poales,herb,NA,1,1,-9.1,38.1833
Eriochloa stapfiana,Poaceae,Eriochloa,Poales,herb,NA,1,1,-4.70556,35.0792
Eriosema buchananii var. subprostratum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-9.06361,33.8639
Eriosema burkei,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-8.83333,33.3333
Eriosema glomeratum var. elongatum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-5.06667,39.05
Eriosema glomeratum var. glomeratum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-5.26667,38.9667
Eriosema jurionianum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-8.05,35.9167
Eriosema kankolo subsp. kankolo,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-8.56667,31.5
Eriosema kankolo subsp. lanceolatum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-8.53333,31.5
Eriosema macrostipulum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-6.65,32.1
Eriosema macrostipulum var. macrostipulum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-8.83333,33.3333
Eriosema monticola,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-8.08333,31.8333
Eriosema parviflorum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-5.42055,30.5825
Eriosema pauciflorum var. robustum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-1.87,33.7
Eriosema rhodesicum var. rhodesicum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-7.875,31.6572
Eriosema rhynchosioides var. rhynchosioides,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-4.85555,34.8555
Eriosema robinsonii,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-1.31667,31.8
Eriosema verdickii var. schoutedenianum,Fabaceae,Eriosema,Fabales,herb,NA,1,1,-9.58,33.5
Eriospermum kiboense,Asparagaceae,Eriospermum,Asparagales,herb,NA,1,1,-8.48333,31.5
Eriospermum kirkii,Asparagaceae,Eriospermum,Asparagales,herb,NA,1,1,-8.51667,35.1667
Erucastrum meruense,Brassicaceae,Erucastrum,Brassicales,herb,NA,1,1,-2.9,36.2167
Erythrina excelsa,Fabaceae,Erythrina,Fabales,tree,NA,1,1,-5.42055,30.5825
Erythrina melanacantha subsp. melanacantha,Fabaceae,Erythrina,Fabales,tree,NA,1,1,-4.43,38.43
Erythrocephalum jeffreyanum,Asteraceae,Erythrocephalum,Asterales,herb,NA,1,1,-9.1,38.18
Erythrocephalum plantaginifolium,Asteraceae,Erythrocephalum,Asterales,herb,NA,1,1,-7.48333,30.9833
Erythrococca trichogyne var. trichogyne,Euphorbiaceae,Erythrococca,Malpighiales,shrub,NA,1,1,-9.28333,33.6167
Erythroxylum platyclados,Erythroxylaceae,Erythroxylum,Malpighiales,shrub,NA,1,1,-6.96666,38.9
Ethulia bicostata,Asteraceae,Ethulia,Asterales,shrub,NA,1,1,-8.43333,38.55
Ethulia rhizomata,Asteraceae,Ethulia,Asterales,herb,NA,1,1,-3.25,36.75
Ethulia vernonioides subsp. vernonioides,Asteraceae,Ethulia,Asterales,herb,NA,1,1,-4.91666,39.7333
Euclasta condylotricha,Poaceae,Euclasta,Poales,herb,NA,1,1,-7.61667,37.7833
Euclea racemosa,Ebenaceae,Euclea,Ericales,tree,shrub,1,1,-4.85166,34.9097
Eugenia aschersoniana,Myrtaceae,Eugenia,Myrtales,tree,NA,1,1,-6.98333,39.2833
Eugenia capensis subsp. gracilipes,Myrtaceae,Eugenia,Myrtales,shrub,NA,1,1,-8.6,35.6167
Eugenia leonensis,Myrtaceae,Eugenia,Myrtales,tree,NA,1,1,-8.5,35.5
Eugenia scheffleri,Myrtaceae,Eugenia,Myrtales,shrub,NA,1,1,-5.08333,38.65
Eugenia tanaensis,Myrtaceae,Eugenia,Myrtales,shrub,NA,1,1,-7.6,36.8
Eulophia amblyosepala,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.28333,33.6167
Eulophia aurantiaca,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-2.71667,30.6167
Eulophia calantha,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-1.01444,31.6147
Eulophia eleogena,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.28333,33.6167
Eulophia epiphanoides,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.5,33.7
Eulophia euglossa,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-1.0675,31.5992
Eulophia kyimbilae,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.03333,33.6
Eulophia monile,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-8.83333,33.3333
Eulophia orthoplectra,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-1.14833,31.4547
Eulophia parvula,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-7.75,36.4167
Eulophia penduliflora,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-8.36666,31.2667
Eulophia rara,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-7.5,36.1667
Eulophia seleensis,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-8.56666,31.4833
Eulophia serrata,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-5.45,38.27
Eulophia stolzii,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.28333,33.6167
Eulophia streptopetala var. stenophylla,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-3.25,36.75
Eulophia streptopetala var. streptopetala,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-7.06666,36.6333
Eulophia subsaprophytica,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.28333,33.6167
Eulophia tanganyikensis,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-7.43333,31.05
Eulophia triceras,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.28333,33.6167
Eulophia welwitschii,Orchidaceae,Eulophia,Asparagales,herb,NA,1,1,-9.18333,33.5833
Euphorbia abyssinica,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-8.84121,33.5047
Euphorbia angulata,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-6.81666,39.2667
Euphorbia arrecta,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-5.88,32.63
Euphorbia benthamii,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-7.73391,35.8841
Euphorbia biharamulensis,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-2.53,31.38
Euphorbia bongensis,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-8.33333,32.9167
Euphorbia bwambensis,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-5.68333,29.9167
Euphorbia candelabrum var. bilocularis,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-8.31583,38.9608
Euphorbia cooperi var. ussanguensis,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-7.73391,35.8841
Euphorbia cyathophora,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-6.20416,39.3436
Euphorbia dawei,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-5.68333,29.9167
Euphorbia depauperata var. trachycarpa,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-10.1833,35.0167
Euphorbia dilobadena,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-5.48,30.53
Euphorbia espinosa,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-7.58333,36.6167
Euphorbia exilispina,Euphorbiaceae,Euphorbia,Malpighiales,NA,NA,1,1,-9.51667,34.1
Euphorbia eyassiana,Euphorbiaceae,Euphorbia,Malpighiales,NA,NA,1,1,-3.5,35.38
Euphorbia fuscolanata,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-9.86667,34.45
Euphorbia globosa,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-9.75,34.33
Euphorbia hirsuta,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-4.68194,29.6228
Euphorbia isacantha,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-11.05,34.9
Euphorbia lenewtonii,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-5.53,35.3
Euphorbia lividiflora,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-10.42,40.08
Euphorbia lophiosperma,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-5.78,34.33
Euphorbia lupatensis,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-10.95,38.85
Euphorbia neorugosa,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-10.95,38.85
Euphorbia orobanchoides,Euphorbiaceae,Euphorbia,Malpighiales,NA,NA,1,1,-10,34.5833
Euphorbia platycephala,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-8.35,32.9167
Euphorbia pseudoburuana,Euphorbiaceae,Euphorbia,Malpighiales,NA,NA,1,1,-2.75,36.25
Euphorbia pseudoracemosa,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-7.42,30.58
Euphorbia pseudovolkensii,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-4.15152,37.8157
Euphorbia scarlatina,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-2.42,36
Euphorbia schimperiana var. schimperiana,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-9.76666,34.5167
Euphorbia schinzii,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-8.83333,33.6667
Euphorbia songweana,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-8.93,33.22
Euphorbia teke,Euphorbiaceae,Euphorbia,Malpighiales,tree,NA,1,1,-1.03111,31.4903
Euphorbia thymifolia,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-7.73391,35.8841
Euphorbia trichiocyma,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,1,1,-7.33,36.62
Euphorbia whellanii,Euphorbiaceae,Euphorbia,Malpighiales,herb,NA,1,1,-8.58166,31.4908
Eurybia hemispherica,Asteraceae,Eurybia,Asterales,shrub,NA,1,1,-8.5,35.25
Euryops dacrydioides,Asteraceae,Euryops,Asterales,shrub,NA,1,1,-3.13333,37.4333
Evolvulus alsinoides var. linifolius,Convolvulaceae,Evolvulus,Solanales,herb,NA,1,1,-6.13361,38.6386
Exochaenium lineariforme,Gentianaceae,Exochaenium,Gentianales,herb,NA,1,1,-5.48,30.53
Exochaenium oliganthum,Gentianaceae,Exochaenium,Gentianales,herb,NA,1,1,-5.68333,29.9167
Exochaenium perparvum,Gentianaceae,Exochaenium,Gentianales,NA,NA,1,1,-7.93,31.65
Exochaenium platypterum,Gentianaceae,Exochaenium,Gentianales,herb,NA,1,1,-5.68333,29.9167
Exochaenium pumilum,Gentianaceae,Exochaenium,Gentianales,herb,NA,1,1,-8.83333,33.2833
Fadogia cienkowskii,Rubiaceae,Fadogia,Gentianales,herb,NA,1,1,-4.85166,34.8639
Fadogia elskensii var. elskensii,Rubiaceae,Fadogia,Gentianales,herb,NA,1,1,-4.86944,34.8833
Fadogia tetraquetra,Rubiaceae,Fadogia,Gentianales,herb,Shrublet,1,1,-5.16583,32.77
Fadogia tetraquetra var. grandiflora,Rubiaceae,Fadogia,Gentianales,herb,Shrublet,1,1,-2.91667,32.85
Fadogia verdcourtii,Rubiaceae,Fadogia,Gentianales,shrub,NA,1,1,-4.63,29.6
Fadogia verdcourtii var. pubescens,Rubiaceae,Fadogia,Gentianales,shrub,NA,1,1,-4.57,30.1
Fagaropsis angolensis,Rutaceae,Fagaropsis,Sapindales,tree,NA,1,1,-9.4,34.75
Faroa acuminata,Gentianaceae,Faroa,Gentianales,herb,NA,1,1,-6.43,31.4
Faroa amara,Gentianaceae,Faroa,Gentianales,herb,NA,1,1,-8.6,31.5
Farsetia stenoptera subsp. stenoptera,Brassicaceae,Farsetia,Brassicales,shrub,NA,1,1,-3.78333,37.6
Faurea delevoyi,Proteaceae,Faurea,Proteales,shrub,NA,1,1,-8.85,33.2667
Faurea rochetiana subsp. speciosa,Proteaceae,Faurea,Proteales,tree,NA,1,1,-7.8,37.0333
Felicia crenulata,Asteraceae,Felicia,Asterales,herb,NA,1,1,-9.28333,33.6167
Feretia aeruginescens,Rubiaceae,Feretia,Gentianales,shrub,NA,1,1,-8.25,34.8333
Feretia apodanthera subsp. apodanthera,Rubiaceae,Feretia,Gentianales,shrub,NA,1,1,-4.94722,35.1875
Festuca camusiana subsp. chodatiana,Poaceae,Festuca,Poales,herb,NA,1,1,-9.28333,33.6167
Festuca hedbergii,Poaceae,Festuca,Poales,herb,NA,1,1,-10.55,35.6
Festuca pilgeri,Poaceae,Festuca,Poales,herb,NA,1,1,-9,33.8333
Festuca scabra,Poaceae,Festuca,Poales,herb,NA,1,1,-9.28333,33.6167
Ficinia gracilis,Cyperaceae,Ficinia,Poales,herb,NA,1,1,-9.08167,33.8583
Ficus abutilifolia,Moraceae,Ficus,Rosales,tree,NA,1,1,-9.72555,39.5342
Ficus fischeri,Moraceae,Ficus,Rosales,tree,NA,1,1,-4.86722,35.2814
Ficus mucuso,Moraceae,Ficus,Rosales,tree,NA,1,1,-1.03333,31.6167
Ficus ottoniifolia subsp. lucanda,Moraceae,Ficus,Rosales,tree,shrub,1,1,-4.65,29.6333
Ficus ottoniifolia subsp. ulugarensis,Moraceae,Ficus,Rosales,tree,shrub,1,1,-9.28333,33.6167
Ficus polita subsp. polita,Moraceae,Ficus,Rosales,tree,NA,1,1,-5.96194,39.3439
Ficus populifolia,Moraceae,Ficus,Rosales,tree,NA,1,1,-2.52777,33.4128
Ficus pseudomangifera,Moraceae,Ficus,Rosales,tree,NA,1,1,-1.04083,31.5581
Ficus sansibarica subsp. macrosperma,Moraceae,Ficus,Rosales,tree,NA,1,1,-4.32444,37.9933
Fimbristylis complanata subsp. complanata,Cyperaceae,Fimbristylis,Poales,herb,NA,1,1,-4.91667,29.6167
Fimbristylis cymosa,Cyperaceae,Fimbristylis,Poales,herb,NA,1,1,-6.7,39.225
Fimbristylis ferruginea subsp. ferruginea,Cyperaceae,Fimbristylis,Poales,herb,NA,1,1,-8.75,35.1939
Fimbristylis schoenoides,Cyperaceae,Fimbristylis,Poales,herb,NA,1,1,-5.22,32.72
Fimbristylis sieberiana,Cyperaceae,Fimbristylis,Poales,herb,NA,1,1,-8.48333,38.5667
Floscopa flavida,Commelinaceae,Floscopa,Commelinales,herb,NA,1,1,-6.05,32.4667
Floscopa polypleura,Commelinaceae,Floscopa,Commelinales,herb,NA,1,1,-5,29.9167
Floscopa tanneri,Commelinaceae,Floscopa,Commelinales,herb,NA,1,1,-7.53333,31.1
Floscopa tuberculata,Commelinaceae,Floscopa,Commelinales,herb,NA,1,1,-7.00444,30.9778
Freesia laxa subsp. laxa,Iridaceae,Freesia,Asparagales,herb,NA,1,1,-8.51666,35.1667
Friesodielsia enghiana,Annonaceae,Friesodielsia,Magnoliales,liana,NA,1,1,-1.08222,31.4275
Fuirena angolensis,Cyperaceae,Fuirena,Poales,herb,NA,1,1,-4.97,35.8
Fuirena bidgoodiae,Cyperaceae,Fuirena,Poales,herb,NA,1,1,-5.87,35.1
Fuirena pubescens var. buchananii,Cyperaceae,Fuirena,Poales,herb,NA,1,1,-8.13,35.4
Fuirena stricta subsp. stricta,Cyperaceae,Fuirena,Poales,herb,NA,1,1,-8.51667,35.1667
Galium bussei var. bussei,Rubiaceae,Galium,Gentianales,herb,NA,1,1,-2.90444,36.2436
Galium bussei var. strictius,Rubiaceae,Galium,Gentianales,herb,NA,1,1,-8.48333,31.5
Galium chloroionanthum,Rubiaceae,Galium,Gentianales,herb,NA,1,1,-9.28333,33.6167
Galium hochstetteri,Rubiaceae,Galium,Gentianales,herb,NA,1,1,-3.07,37.37
Galium mollugo,Rubiaceae,Galium,Gentianales,herb,NA,1,1,-9.28333,33.6167
Galium ruwenzoriense,Rubiaceae,Galium,Gentianales,herb,NA,1,1,-2.9,35.7833
Garcinia acutifolia,Clusiaceae,Garcinia,Malpighiales,shrub,NA,1,1,-6.9,39.0833
Garcinia ovalifolia,Clusiaceae,Garcinia,Malpighiales,tree,NA,1,1,-6.13333,37.5167
Genlisea glandulosissima,Lentibulariaceae,Genlisea,Lamiales,herb,NA,1,1,-8.51666,35.1667
Genlisea margaretae,Lentibulariaceae,Genlisea,Lamiales,herb,NA,1,1,-9.58333,34.6167
Geophila obvallata subsp. involucrata,Rubiaceae,Geophila,Gentianales,herb,NA,1,1,-6.28333,38.5667
Geranium caffrum,Geraniaceae,Geranium,Geraniales,herb,NA,1,1,-9.28333,33.6167
Geranium purpureum,Geraniaceae,Geranium,Geraniales,herb,NA,1,1,-8.83333,33.3333
Geranium vagans subsp. vagans,Geraniaceae,Geranium,Geraniales,herb,NA,1,1,-9,33.7
Gerardia angolensis,Orobanchaceae,Gerardia,Lamiales,herb,NA,1,1,-10.1833,35.0167
Gerardiina angolensis,Orobanchaceae,Gerardiina,Lamiales,herb,NA,1,1,-9.03333,33.9167
Gerrardina eylesiana,Gerrardinaceae,Gerrardina,Malpighiales,shrub,NA,1,1,-6.46167,36.9511
Gisekia africana,Gisekiaceae,Gisekia,Caryophyllales,herb,NA,1,1,-7.63333,36.2333
Gisekia pharnaceoides var. pharnaceoides,Gisekiaceae,Gisekia,Caryophyllales,herb,NA,1,1,-7.75,34.8333
Gladiolus candidus,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-3.42194,36.7122
Gladiolus goetzii,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-8.5,35.25
Gladiolus grantii,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-5.83,33
Gladiolus quilimanensis,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-9.28333,33.6167
Gladiolus richardsiae,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-5.7,34.4833
Gladiolus thomsonii,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-9.28333,33.6167
Gladiolus velutinus,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-8.5,35.3333
Gladiolus watsonioides,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-3.3,36.6833
Gladiolus whytei,Iridaceae,Gladiolus,Asparagales,herb,NA,1,1,-9.28333,33.6167
Gleichenia umbraculifera,Gleicheniaceae,Gleichenia,Gleicheniales,herb,NA,1,1,-8.60972,35.6175
Glinus lotoides var. virens,Molluginaceae,Glinus,Caryophyllales,herb,NA,1,1,-8.83333,33.3333
Globimetula mweroensis,Loranthaceae,Globimetula,Santalales,parasitic,NA,1,1,-5.16666,30.3333
Glossostelma brevilobum,Apocynaceae,Glossostelma,Gentianales,herb,NA,1,1,-8.5,35.25
Glossostelma mbisiense,Apocynaceae,Glossostelma,Gentianales,herb,NA,1,1,-7.875,31.6572
Gnaphalium unionis,Asteraceae,Gnaphalium,Asterales,herb,NA,1,1,-4.85916,35.1981
Gnidia subcordata,Thymelaeaceae,Gnidia,Malvales,shrub,NA,1,1,-4.35138,37.8997
Gomphocarpus glaucophyllus,Apocynaceae,Gomphocarpus,Gentianales,shrub,NA,1,1,-7.15,36.4
Gomphocarpus integer,Apocynaceae,Gomphocarpus,Gentianales,herb,NA,1,1,-3.07,37.37
Gomphocarpus longissimus,Apocynaceae,Gomphocarpus,Gentianales,herb,NA,1,1,-5.07,32.73
Gomphocarpus phillipsiae,Apocynaceae,Gomphocarpus,Gentianales,herb,NA,1,1,-3.22888,36.5125
Gomphocarpus rubicundus,Apocynaceae,Gomphocarpus,Gentianales,NA,NA,1,1,-8.83333,33
Gongronema latifolium,Apocynaceae,Gongronema,Gentianales,liana,climber,1,1,-1.04917,31.5531
Gouania longipetala,Rhamnaceae,Gouania,Rosales,liana,NA,1,1,-3.36944,36.8375
Grammitis barbatula,Polypodiaceae,Grammitis,Polypodiales,herb,NA,1,1,-6.11667,37.5667
Grammitis oosora,Polypodiaceae,Grammitis,Polypodiales,epiphyte,NA,1,1,-9.28333,33.6167
Grammitis poeppiganum,Polypodiaceae,Grammitis,Polypodiales,epiphyte,NA,1,1,-6,37.7167
Grammitis rupestris,Polypodiaceae,Grammitis,Polypodiales,herb,NA,1,1,-6.08333,37.5167
Grammitis sechellarum,Polypodiaceae,Grammitis,Polypodiales,epiphyte,NA,1,1,-4.5,38.3
Grammitis synsora,Polypodiaceae,Grammitis,Polypodiales,epiphyte,NA,1,1,-6.08333,37.5167
Grammitis villosissima,Polypodiaceae,Grammitis,Polypodiales,epiphyte,NA,1,1,-9.28333,33.6167
Grangea zambesiaca,Asteraceae,Grangea,Asterales,herb,NA,1,1,-5.85,32.67
Grewia avellana,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-8.51666,35.1667
Grewia boehmiana,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-4.78333,32.7333
Grewia conocarpoides,Malvaceae,Grewia,Malvales,tree,shrub,1,1,-5.06667,32.7167
Grewia fallax,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-2.45,34.8167
Grewia flava,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-5.01805,34.975
Grewia hexamita,Malvaceae,Grewia,Malvales,tree,NA,1,1,-7.63333,36.2333
Grewia lilacina,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-3.74638,36.2142
Grewia occidentalis var. occidentalis,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-2.08333,31.5833
Grewia praecox,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-7.56666,36.6
Grewia sulcata,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-8.46667,38.55
Grewia tembensis,Malvaceae,Grewia,Malvales,shrub,NA,1,1,-3.26666,36.4667
Grewia ugandensis,Malvaceae,Grewia,Malvales,tree,NA,1,1,-7.92111,30.9555
Guizotia reptans,Asteraceae,Guizotia,Asterales,herb,NA,1,1,-9.1,33.9
Gutenbergia petersii,Asteraceae,Gutenbergia,Asterales,herb,NA,1,1,-2.45,34.8167
Gutenbergia rueppellii var. fischeri,Asteraceae,Gutenbergia,Asterales,herb,NA,1,1,-3.25,36.55
Gutenbergia spermacoceoides,Asteraceae,Gutenbergia,Asterales,herb,NA,1,1,-6.43,31.4
Gymnosporia drummondii,Celastraceae,Gymnosporia,Celastrales,tree,NA,1,1,-4.53,38.25
Gymnosporia harveyana subsp. harveyana,Celastraceae,Gymnosporia,Celastrales,shrub,NA,1,1,-9.46666,34.7667
Gymnosporia masindei,Celastraceae,Gymnosporia,Celastrales,shrub,NA,1,1,-4.61666,39.0333
Gymnosporia nguruensis,Celastraceae,Gymnosporia,Celastrales,shrub,NA,1,1,-6.08333,37.45
Gymnosporia putterlickioides subsp. euonymoides,Celastraceae,Gymnosporia,Celastrales,shrub,NA,1,1,-8.2,35.1
Gymnosporia rehmannii,Celastraceae,Gymnosporia,Celastrales,tree,NA,1,1,-9.28333,33.6167
Gymnosporia richardsiae,Celastraceae,Gymnosporia,Celastrales,tree,NA,1,1,-3.24833,36.7797
Gynura pseudochina,Asteraceae,Gynura,Asterales,herb,NA,1,1,-5.99679,37.7234
Habenaria adolphi,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-8.23333,35
Habenaria apiculata,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-3.22,36.67
Habenaria clavata,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-10,34.5833
Habenaria debeerstiana,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-5.41666,30.6
Habenaria epipactidea,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-2.9,35
Habenaria goetzeana,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-10,34.5833
Habenaria harmsiana,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.28333,33.6167
Habenaria inaequiloba,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.28333,33.6167
Habenaria kassneriana,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-8.83333,33.3333
Habenaria lithophila,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.13333,33.6667
Habenaria macrandra,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-5.1,38.65
Habenaria njamnjamica,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-8.51666,35.1667
Habenaria nyikana subsp. pubipetala,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-8.07,31.93
Habenaria odorata,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.13333,33.85
Habenaria petraea,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-11.17,34.83
Habenaria pilosa var. pilosa,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.28333,33.6167
Habenaria rautaneniana,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-5.01388,34.7347
Habenaria retinervis,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-8.5,35.5833
Habenaria rhopalostigma,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.28333,33.6167
Habenaria stylites subsp. johnsonii,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.38333,34.2167
Habenaria tentaculigera,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-9.28333,33.65
Habenaria trachypetala,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-8.5,35.5833
Habenaria uhehensis,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-10,34.5833
Habenaria villosa,Orchidaceae,Habenaria,Asparagales,herb,NA,1,1,-6.92,37.83
Habrochloa bullockii,Poaceae,Habrochloa,Poales,herb,NA,1,1,-10.6828,35.1969
Haplocoelum intermedium,Sapindaceae,Haplocoelum,Sapindales,tree,NA,1,1,-5.16666,30.3333
Harpachne bogdanii,Poaceae,Harpachne,Poales,herb,NA,1,1,-2.72805,36.6989
Harveya obtusifolia,Orobanchaceae,Harveya,Lamiales,parasitic,NA,1,1,-4.22306,35.765
Haumaniastrum speciosum,Lamiaceae,Haumaniastrum,Lamiales,herb,NA,1,1,-7.9,31.7167
Haumaniastrum suberosum,Lamiaceae,Haumaniastrum,Lamiales,herb,NA,1,1,-7.97,31.62
Helichrysum chionoides,Asteraceae,Helichrysum,Asterales,shrub,NA,1,1,-3.05,35.83
Helichrysum cooperi,Asteraceae,Helichrysum,Asterales,herb,NA,1,1,-8.51666,35.1667
Helichrysum cymosum subsp. fruticosum,Asteraceae,Helichrysum,Asterales,shrub,NA,1,1,-3.13333,37.4167
Helichrysum formosissimum,Asteraceae,Helichrysum,Asterales,herb,NA,1,1,-3.23333,36.7333
